region_name,latitude,longitude,date,year,month,avg_temperature_c,rainfall_mm,humidity_percent,ndvi,water_body_index,population,mosquito_density,healthcare_access_score,poverty_index,climate_anomaly_score,malaria_cases,malaria_incidence_rate,outbreak_flag
Oyo,7.2497,7.9114,2024-10-01,2024,10,31.7,179.81,85.51,0.693,0.537,1134147,135.46,20.0,53.36,1.05,685,60.4,1
Oyo,9.6559,4.2301,2024-09-01,2024,9,21.64,137.68,72.27,0.3,0.647,1286695,99.33,71.6,34.85,2.25,413,32.1,0
Oyo,11.215,4.7628,2020-01-01,2020,1,31.51,165.17,82.85,0.685,0.751,327124,130.64,64.4,22.05,3.01,510,155.9,1
Cross River,8.6174,11.4822,2025-01-01,2025,1,29.6,117.15,93.42,0.639,0.531,530831,110.67,72.13,21.88,2.36,507,95.51,1
Borno,11.1213,6.6069,2023-04-01,2023,4,26.85,61.17,73.66,0.929,0.535,1704727,117.86,68.1,66.99,-0.23,557,32.67,1
Borno,13.1953,7.3116,2025-04-01,2025,4,28.58,126.41,84.6,0.708,0.544,619144,114.69,39.53,36.85,1.28,507,81.89,1
Rivers,6.7534,9.8705,2021-01-01,2021,1,25.15,30.67,73.49,0.787,0.498,869850,111.35,45.51,64.54,-0.31,458,52.65,0
Rivers,11.7039,5.1892,2020-10-01,2020,10,25.68,47.85,61.8,0.632,0.511,920271,85.54,40.38,31.11,-0.52,330,35.86,0
Kano,5.4304,8.1383,2020-12-01,2020,12,27.42,181.53,51.93,0.709,0.354,85034,96.56,42.58,31.16,0.3,498,585.65,0
Kaduna,10.2383,11.4305,2018-12-01,2018,12,23.43,108.37,78.78,0.9,0.404,1905927,113.62,45.76,74.41,0.52,564,29.59,1
Kano,10.4715,8.5507,2023-10-01,2023,10,26.75,97.81,74.86,0.756,0.222,1049600,108.94,75.25,46.59,2.75,516,49.16,1
Cross River,7.4534,3.8194,2021-05-01,2021,5,28.85,26.93,82.32,0.38,0.567,447715,122.92,74.12,32.84,3.4,444,99.17,0
Borno,8.5099,7.4079,2020-02-01,2020,2,26.24,85.74,69.13,0.504,0.086,1143197,93.5,48.16,68.35,-0.61,529,46.27,1
Kebbi,10.0699,7.006,2018-09-01,2018,9,31.57,69.93,82.58,0.671,0.541,224552,114.75,37.08,56.18,0.12,495,220.44,0
Rivers,7.7982,6.3604,2025-06-01,2025,6,30.62,99.92,74.75,0.42,0.53,2525451,109.78,28.0,28.0,-0.78,625,24.75,1
Sokoto,4.3308,13.8186,2025-05-01,2025,5,33.98,30.12,89.63,0.458,0.456,1367498,137.27,62.82,30.84,-2.04,434,31.74,0
Borno,9.2838,3.2325,2019-07-01,2019,7,33.26,90.62,74.14,0.452,0.985,645512,142.39,79.79,41.54,-0.3,552,85.51,1
Plateau,5.5083,9.2667,2022-12-01,2022,12,27.41,50.5,82.57,0.53,1.0,2324172,114.2,41.91,71.29,-1.69,512,22.03,1
Akwa Ibom,7.485,3.6139,2018-01-01,2018,1,22.43,17.55,79.01,0.339,0.836,756463,79.82,75.05,66.14,0.99,398,52.61,0
Benue,13.3537,10.3842,2025-02-01,2025,2,23.95,116.54,70.82,0.636,0.765,1892620,117.62,71.08,31.5,1.19,536,28.32,1
Lagos,9.2547,10.7087,2024-02-01,2024,2,26.22,108.83,68.02,0.62,0.428,1087306,110.13,67.88,27.7,-1.17,523,48.1,1
Anambra,10.6192,9.0304,2018-12-01,2018,12,29.04,68.54,84.6,0.479,0.64,1762202,129.13,45.27,40.75,4.81,639,36.26,1
Oyo,11.139,5.3728,2022-05-01,2022,5,26.11,264.02,92.03,0.364,0.467,1934124,116.57,68.61,83.37,0.02,683,35.31,1
Lagos,13.3739,9.8883,2020-12-01,2020,12,30.32,51.21,76.39,0.476,0.725,1452511,108.53,75.15,50.91,-2.28,417,28.71,0
Plateau,8.5097,7.3199,2020-06-01,2020,6,30.32,69.48,80.74,0.321,0.415,60465,117.64,74.38,24.29,1.65,411,679.73,0
Lagos,8.5568,12.1203,2021-03-01,2021,3,29.04,124.77,69.01,0.515,0.249,393564,100.76,67.16,8.02,-0.78,329,83.6,0
Sokoto,4.989,12.9906,2021-09-01,2021,9,26.96,179.64,80.86,0.346,0.068,2312207,92.27,69.86,51.7,-1.03,481,20.8,0
Anambra,11.9704,4.6623,2018-12-01,2018,12,27.76,85.82,75.83,0.634,0.429,1352447,103.96,64.04,68.22,-0.42,512,37.86,1
Akwa Ibom,12.3245,13.4905,2020-05-01,2020,5,29.02,153.34,71.71,0.378,0.438,1406491,119.8,67.49,21.05,0.89,437,31.07,0
Kaduna,4.1705,5.4886,2020-02-01,2020,2,25.7,93.72,75.27,0.291,0.426,2169719,109.66,44.37,65.17,-0.38,491,22.63,0
Niger,10.7852,13.8422,2019-08-01,2019,8,34.75,167.67,74.87,0.456,0.115,1006619,128.6,43.03,63.47,-1.35,717,71.23,1
Benue,9.8144,4.6948,2021-06-01,2021,6,28.16,313.44,60.11,0.677,0.706,2542993,130.4,73.15,52.7,0.49,533,20.96,1
Benue,11.2441,13.1528,2019-07-01,2019,7,26.16,168.7,64.8,0.778,0.423,403623,106.33,53.2,12.71,-2.95,465,115.21,0
Cross River,11.4625,12.885,2023-01-01,2023,1,26.74,36.92,72.22,0.622,0.19,571551,97.42,54.48,72.99,-0.84,528,92.38,1
Rivers,10.6259,5.308,2024-08-01,2024,8,31.15,82.39,81.55,0.571,0.453,158794,122.53,86.42,21.35,-2.37,368,231.75,0
Sokoto,10.068,3.1653,2023-01-01,2023,1,28.5,123.98,65.03,0.487,0.692,961993,87.87,69.32,47.83,0.74,300,31.19,0
Kano,5.9252,12.0359,2019-09-01,2019,9,27.94,153.79,98.0,0.431,0.532,2406333,113.92,55.47,71.47,-1.2,661,27.47,1
Akwa Ibom,11.1092,4.404,2020-03-01,2020,3,25.5,180.21,77.77,0.675,0.335,227257,111.25,68.05,26.34,0.56,483,212.53,0
Kano,13.5004,9.8386,2018-01-01,2018,1,29.88,146.39,40.0,0.6,0.701,2814877,94.94,59.06,34.16,1.01,414,14.71,0
Plateau,5.7227,13.3591,2023-04-01,2023,4,25.87,115.05,87.2,0.563,0.682,569409,102.97,77.46,58.44,0.14,503,88.34,1
Sokoto,6.5497,5.1157,2022-01-01,2022,1,28.96,62.74,66.52,0.61,0.767,335593,111.2,58.3,72.45,-1.39,590,175.81,1
Enugu,6.3896,4.4849,2018-05-01,2018,5,29.73,101.03,81.08,0.577,0.545,326783,108.01,59.94,67.39,1.45,524,160.35,1
Anambra,9.9093,9.9502,2021-12-01,2021,12,24.0,152.32,61.36,0.348,0.224,2120704,100.88,78.78,44.41,-0.01,456,21.5,0
Cross River,10.9044,4.6368,2024-09-01,2024,9,28.65,125.05,98.0,0.686,0.348,2997546,117.64,67.89,27.9,-3.49,548,18.28,1
Kano,10.9524,7.9015,2025-10-01,2025,10,30.96,165.26,63.85,0.625,0.212,887550,113.37,55.76,62.15,2.17,567,63.88,1
Sokoto,4.3276,5.319,2020-09-01,2020,9,24.74,108.55,65.21,0.712,0.666,2803838,97.7,66.09,64.35,-1.74,502,17.9,1
Akwa Ibom,12.9267,11.0906,2020-12-01,2020,12,30.56,150.77,91.54,0.872,0.458,2855172,141.57,45.47,53.91,0.18,732,25.64,1
Kaduna,13.7123,7.5649,2019-11-01,2019,11,30.66,125.48,84.13,0.542,0.43,1782241,126.23,59.12,19.17,-1.5,436,24.46,0
Sokoto,4.3941,4.4357,2023-12-01,2023,12,26.77,150.15,72.62,0.564,0.509,620127,106.02,73.58,44.85,-1.64,420,67.73,0
Kebbi,11.17,6.6715,2025-12-01,2025,12,27.52,81.45,76.23,0.411,0.631,539710,113.31,63.57,15.52,-1.51,422,78.19,0
Kano,6.8354,5.9578,2024-11-01,2024,11,29.55,181.04,60.14,0.649,0.623,2246180,119.86,37.84,20.72,1.22,450,20.03,0
Anambra,4.4095,8.1022,2023-08-01,2023,8,26.9,89.62,83.96,0.595,0.517,76800,97.81,49.33,75.58,-1.47,557,725.26,1
Kano,6.2076,11.5028,2019-04-01,2019,4,26.59,186.64,74.9,0.619,0.316,781494,116.13,86.77,34.35,1.58,498,63.72,0
Oyo,11.568,9.7557,2025-02-01,2025,2,30.76,172.4,94.23,0.25,0.446,2968958,122.82,72.56,40.76,3.62,572,19.27,1
Anambra,9.4872,9.9003,2021-01-01,2021,1,29.61,54.35,69.08,0.435,0.231,89846,110.18,73.89,71.95,1.46,520,578.77,1
Borno,4.3104,6.0103,2020-03-01,2020,3,28.54,36.57,78.25,0.595,0.767,1734649,116.19,81.27,13.25,1.6,426,24.56,0
Kano,9.576,8.557,2023-08-01,2023,8,27.35,207.05,88.23,0.579,0.444,1525090,122.98,42.14,78.56,1.07,645,42.29,1
Plateau,5.9864,13.0807,2020-04-01,2020,4,31.31,169.24,74.64,0.593,0.733,2490982,131.07,57.99,17.89,-0.39,541,21.72,1
Lagos,12.9735,12.4952,2019-01-01,2019,1,30.78,117.55,85.28,0.578,0.465,2035185,105.96,89.83,36.98,-1.45,468,23.0,0
Plateau,11.959,7.295,2020-06-01,2020,6,29.56,100.33,75.05,0.486,0.29,780330,110.58,43.07,60.43,0.73,549,70.35,1
Anambra,12.2504,6.3221,2021-07-01,2021,7,29.75,144.29,77.13,0.462,0.065,208851,91.66,69.91,66.72,-3.32,527,252.33,1
Anambra,5.893,11.5188,2019-07-01,2019,7,26.74,258.48,70.62,0.8,0.5,420163,121.82,72.66,95.0,0.0,605,143.99,1
Borno,6.3733,13.1641,2024-04-01,2024,4,34.07,128.89,64.71,0.334,1.0,868196,115.81,83.31,35.55,-0.86,374,43.08,0
Cross River,7.4987,8.6824,2023-06-01,2023,6,26.81,57.52,81.19,0.414,0.422,295898,117.25,58.52,48.14,-0.51,510,172.36,1
Oyo,8.2339,3.1949,2025-10-01,2025,10,26.91,123.63,77.26,0.546,0.661,1648873,122.83,55.85,48.8,1.09,444,26.93,0
Niger,7.5578,3.3413,2019-03-01,2019,3,24.49,207.58,76.62,0.47,0.427,460444,110.68,51.16,32.19,2.61,544,118.15,1
Kaduna,6.2712,4.2133,2025-10-01,2025,10,29.05,123.82,88.41,0.341,0.526,1081353,110.02,60.44,28.08,-0.37,557,51.51,1
Kaduna,6.3622,6.8893,2021-07-01,2021,7,28.87,109.99,73.54,0.616,0.561,123582,118.83,67.98,35.39,1.46,484,391.64,0
Lagos,13.1722,8.3397,2020-04-01,2020,4,25.12,147.15,65.46,0.641,0.303,2421731,121.66,65.16,58.44,0.13,524,21.64,1
Anambra,10.5447,7.1783,2018-04-01,2018,4,29.58,99.21,73.76,0.672,0.522,2961662,110.68,90.47,48.1,-0.34,418,14.11,0
Kebbi,5.8983,13.2659,2021-02-01,2021,2,27.26,214.69,83.57,0.542,0.803,2423114,132.21,67.78,38.51,-1.46,572,23.61,1
Benue,7.207,5.1843,2020-05-01,2020,5,28.65,143.67,87.34,0.752,0.619,1337242,127.25,66.23,27.5,0.52,476,35.6,0
Kebbi,7.3598,12.1563,2019-11-01,2019,11,26.41,188.47,65.62,0.444,0.541,2570968,114.58,48.43,28.24,0.79,502,19.53,1
Plateau,9.0544,4.9691,2022-01-01,2022,1,25.2,220.76,72.65,0.48,0.218,755507,94.26,87.73,40.48,1.52,447,59.17,0
Sokoto,5.071,12.2937,2023-02-01,2023,2,31.55,59.39,64.26,0.803,0.661,810823,93.71,71.63,41.67,-2.43,278,34.29,0
Niger,8.6639,13.0273,2018-09-01,2018,9,33.88,93.46,52.67,0.472,0.464,2436869,109.07,72.61,57.98,-0.73,420,17.24,0
Oyo,13.2988,13.1193,2018-11-01,2018,11,28.42,144.77,68.35,0.479,0.516,2942192,111.55,29.11,39.98,-0.56,501,17.03,1
Kano,8.6046,11.4468,2024-04-01,2024,4,23.91,121.2,80.65,0.527,0.703,1855070,105.29,54.23,46.23,-1.18,354,19.08,0
Lagos,11.889,9.2057,2025-03-01,2025,3,29.61,89.97,87.74,0.402,0.685,1848872,123.29,48.23,20.77,-0.79,462,24.99,0
Kaduna,11.4188,8.6872,2024-05-01,2024,5,20.14,123.31,68.69,0.621,0.574,2834992,106.9,63.08,53.23,-0.81,453,15.98,0
Sokoto,9.3975,9.8428,2019-05-01,2019,5,28.69,109.75,76.86,0.21,0.444,2737809,100.9,74.65,67.93,-0.28,500,18.26,1
Kano,4.977,11.2772,2021-06-01,2021,6,33.28,126.3,69.81,0.533,0.736,1952371,138.87,65.05,40.66,0.89,433,22.18,0
Enugu,10.1561,7.0212,2025-08-01,2025,8,31.12,58.2,69.2,0.1,0.641,1020383,108.19,76.23,19.81,1.59,370,36.26,0
Benue,9.2701,5.3216,2018-10-01,2018,10,33.25,240.86,71.31,0.442,0.671,774928,109.02,53.85,41.05,1.73,483,62.33,0
Oyo,7.7776,13.6324,2023-01-01,2023,1,26.33,218.14,80.75,0.658,0.842,2629840,126.25,45.22,39.69,0.69,601,22.85,1
Plateau,6.6485,5.1929,2024-05-01,2024,5,34.87,40.22,81.23,0.583,0.738,2297201,139.41,67.0,50.65,-0.22,602,26.21,1
Lagos,4.8416,7.7284,2025-08-01,2025,8,23.82,86.73,80.23,0.624,0.244,1612258,102.27,46.83,32.75,0.79,415,25.74,0
Enugu,11.2937,6.4185,2020-11-01,2020,11,32.73,146.3,74.73,0.411,0.523,1371467,97.1,70.19,46.43,0.96,478,34.85,0
Anambra,8.3191,8.0171,2024-11-01,2024,11,24.89,184.31,92.77,0.585,0.37,2519557,108.44,52.3,25.68,-0.46,382,15.16,0
Akwa Ibom,8.5723,8.8319,2024-03-01,2024,3,24.49,87.89,79.74,0.63,0.434,145201,106.94,71.13,32.94,0.97,431,296.83,0
Niger,4.797,3.9528,2025-12-01,2025,12,28.66,194.34,91.43,0.536,0.473,2754531,96.05,74.7,93.33,0.73,715,25.96,1
Lagos,9.3948,9.9801,2023-03-01,2023,3,25.86,177.58,81.76,0.411,0.351,836435,110.53,29.69,71.21,-0.26,676,80.82,1
Borno,11.7657,11.6781,2018-06-01,2018,6,28.52,120.75,80.72,0.508,0.616,2345892,104.03,77.87,44.36,1.35,514,21.91,1
Cross River,7.2478,5.9321,2022-11-01,2022,11,29.78,310.31,71.06,0.593,0.618,1180325,110.6,75.37,19.4,0.32,428,36.26,0
Kaduna,7.8981,12.5045,2023-07-01,2023,7,27.85,200.59,75.86,0.442,0.706,1248528,118.94,53.12,40.2,-0.47,545,43.65,1
Kebbi,6.7365,12.9,2020-05-01,2020,5,29.87,299.26,76.45,0.719,0.596,2977418,124.94,64.24,28.12,0.55,734,24.65,1
Kebbi,12.4743,11.8025,2025-11-01,2025,11,29.61,220.59,91.46,0.491,0.526,1872348,118.92,70.07,39.97,1.48,533,28.47,1
Kano,9.3509,13.8217,2025-12-01,2025,12,30.45,155.59,73.69,0.747,0.73,737727,127.76,54.9,88.6,-1.15,707,95.83,1
Kebbi,5.7078,10.2009,2020-08-01,2020,8,33.04,172.04,71.89,0.691,0.635,2000081,115.83,45.35,8.42,-1.92,521,26.05,1
Enugu,10.8999,4.6379,2025-07-01,2025,7,29.7,66.28,74.05,0.549,0.557,540432,115.04,31.65,13.95,1.35,431,79.75,0
Akwa Ibom,4.1485,3.2973,2018-09-01,2018,9,33.39,195.93,89.36,0.61,0.712,2466707,122.99,66.48,36.63,1.77,519,21.04,1
Kano,13.2019,3.2594,2019-11-01,2019,11,28.4,144.54,92.78,0.533,0.689,260623,136.14,85.13,9.75,-1.98,523,200.67,1
Sokoto,11.2224,12.852,2019-10-01,2019,10,26.73,253.3,75.48,0.517,0.697,299641,114.32,47.04,32.1,2.2,559,186.56,1
Sokoto,10.368,10.4749,2021-08-01,2021,8,24.31,280.29,57.95,0.593,0.178,50129,89.43,73.98,51.64,-3.3,533,1063.26,1
Benue,4.4194,6.8981,2019-09-01,2019,9,26.97,94.41,60.69,0.758,0.781,1549644,105.49,59.85,22.29,-0.21,280,18.07,0
Lagos,7.9236,5.1257,2022-04-01,2022,4,34.96,90.69,48.18,0.68,0.654,1929135,131.54,72.85,64.95,-0.08,575,29.81,1
Lagos,13.4938,5.1825,2019-03-01,2019,3,24.84,201.38,78.93,0.413,0.849,2130828,128.29,57.11,5.22,-1.67,424,19.9,0
Cross River,10.6365,10.0307,2020-05-01,2020,5,26.71,94.86,81.13,0.542,0.679,2611955,108.22,47.48,54.24,0.95,453,17.34,0
Anambra,4.4213,6.0345,2018-05-01,2018,5,24.47,191.84,81.77,0.542,0.406,1688589,94.16,78.95,57.59,-0.16,460,27.24,0
Anambra,7.2914,7.8845,2024-10-01,2024,10,25.51,38.04,76.27,0.711,0.342,961861,97.24,63.34,30.43,-1.19,333,34.62,0
Rivers,7.9776,9.7951,2024-07-01,2024,7,24.2,182.84,70.2,0.852,0.647,2381124,120.16,43.87,68.06,0.98,580,24.36,1
Sokoto,11.2116,5.618,2024-10-01,2024,10,23.12,106.94,76.76,0.618,0.401,501155,102.58,63.53,86.06,-0.39,523,104.36,1
Kebbi,7.8334,8.9783,2022-10-01,2022,10,28.39,100.54,75.63,0.499,0.565,2472326,111.33,69.57,71.69,-1.68,547,22.12,1
Lagos,10.4399,6.2237,2024-05-01,2024,5,29.9,171.56,70.58,0.447,0.204,2300356,102.58,37.82,35.17,-2.76,465,20.21,0
Rivers,12.0,9.2475,2023-03-01,2023,3,22.37,48.98,78.74,0.567,0.676,1067068,81.49,64.3,17.24,-3.71,290,27.18,0
Borno,8.9145,13.0675,2020-02-01,2020,2,22.72,70.88,81.71,0.404,0.482,1488979,102.8,42.4,44.78,3.46,578,38.82,1
Kaduna,7.2581,9.8404,2018-01-01,2018,1,30.07,130.89,67.66,0.781,0.442,2722547,107.17,67.7,54.19,0.22,519,19.06,1
Kano,10.7588,7.4963,2018-02-01,2018,2,27.2,140.28,77.01,0.726,0.158,2408020,104.36,50.67,39.51,2.16,591,24.54,1
Kebbi,13.1387,11.9409,2025-01-01,2025,1,30.31,43.2,70.34,0.362,0.397,1857337,108.31,68.15,61.8,1.7,522,28.1,1
Lagos,5.1689,10.8579,2022-06-01,2022,6,28.53,102.25,66.37,0.484,0.783,1475918,122.44,56.3,29.27,-0.98,373,25.27,0
Enugu,7.6053,4.8681,2024-08-01,2024,8,21.76,32.33,57.01,0.379,0.453,1896523,94.57,80.39,69.91,0.35,512,27.0,1
Plateau,4.9081,11.7017,2024-12-01,2024,12,23.89,126.56,77.92,0.597,0.454,2981977,98.54,50.34,57.37,1.33,549,18.41,1
Kaduna,9.4041,9.9106,2018-09-01,2018,9,25.39,248.3,60.67,0.151,0.74,2095084,117.46,49.08,51.22,-0.02,506,24.15,1
Oyo,4.2692,12.7146,2020-04-01,2020,4,21.85,88.53,81.05,0.332,0.589,1310840,99.94,97.89,53.91,0.62,412,31.43,0
Benue,10.0972,4.2325,2022-05-01,2022,5,25.12,124.22,56.74,0.436,0.375,1754599,118.08,49.51,41.34,0.02,462,26.33,0
Borno,10.6992,6.1443,2024-03-01,2024,3,25.42,114.99,80.64,0.619,0.471,1183472,110.41,75.42,56.4,-0.13,594,50.19,1
Anambra,11.4452,10.3038,2023-12-01,2023,12,31.7,60.55,76.08,0.219,0.902,1654487,107.14,47.98,50.18,0.1,470,28.41,0
Enugu,10.9247,12.4756,2019-03-01,2019,3,24.44,121.17,71.14,0.702,0.347,1686700,93.58,83.79,43.7,0.76,444,26.32,0
Oyo,6.1016,6.0521,2020-02-01,2020,2,31.67,107.98,76.44,0.244,0.463,1624025,127.34,80.25,52.52,-0.56,505,31.1,1
Akwa Ibom,11.9824,3.137,2024-09-01,2024,9,22.05,111.38,59.11,0.648,0.348,1500360,82.26,26.78,35.54,-0.26,544,36.26,1
Sokoto,7.7176,3.5113,2024-11-01,2024,11,32.72,169.4,64.38,0.794,0.63,2107967,108.69,41.59,27.19,0.26,424,20.11,0
Enugu,9.2425,9.0445,2018-12-01,2018,12,35.37,133.35,61.72,0.716,0.734,2295533,130.59,98.97,61.96,-0.7,572,24.92,1
Lagos,4.3036,5.0279,2023-11-01,2023,11,25.19,127.48,68.82,0.404,0.635,656272,114.42,37.12,39.27,-0.1,409,62.32,0
Rivers,6.7545,9.1247,2019-11-01,2019,11,26.82,103.29,73.44,0.349,0.55,2286471,107.67,54.88,38.99,2.64,439,19.2,0
Lagos,8.4289,13.4615,2022-09-01,2022,9,25.13,153.45,47.77,0.761,0.53,1697028,103.21,40.68,46.17,-0.57,529,31.17,1
Oyo,4.3656,8.2175,2022-09-01,2022,9,22.25,108.97,87.88,0.617,0.35,2563677,99.35,66.09,39.92,0.29,421,16.42,0
Lagos,7.1208,3.1736,2018-02-01,2018,2,28.83,88.61,70.57,0.521,0.667,1795243,130.47,66.36,46.62,-0.32,578,32.2,1
Oyo,5.9293,6.0099,2024-05-01,2024,5,26.32,146.07,79.16,0.585,0.475,1190582,98.94,51.33,69.5,0.48,392,32.93,0
Niger,11.3222,9.1489,2018-10-01,2018,10,31.27,141.8,59.15,0.599,0.427,594309,106.79,68.24,44.22,1.52,433,72.86,0
Anambra,4.4461,7.4672,2022-10-01,2022,10,28.78,273.39,77.28,0.802,0.588,2000943,111.78,60.74,53.33,0.46,551,27.54,1
Plateau,12.5988,5.8799,2021-05-01,2021,5,32.54,153.18,79.03,0.581,0.489,1496133,146.54,53.63,64.93,-0.46,692,46.25,1
Kano,12.4034,3.9151,2022-08-01,2022,8,25.01,146.45,63.95,0.559,0.615,1910447,82.28,61.35,52.63,1.39,374,19.58,0
Kaduna,10.5735,5.5274,2018-10-01,2018,10,28.51,128.89,70.12,0.536,0.156,647973,97.1,54.98,13.3,0.16,398,61.42,0
Sokoto,7.0273,6.2939,2021-11-01,2021,11,24.65,153.03,93.0,0.506,0.618,2788342,114.91,36.14,58.15,0.45,590,21.16,1
Cross River,9.1029,7.5353,2024-05-01,2024,5,31.48,207.8,78.62,0.565,0.32,1537333,117.56,77.49,29.43,2.82,633,41.18,1
Niger,11.3796,10.5286,2022-12-01,2022,12,23.83,196.54,58.5,0.777,0.293,1445809,100.89,60.37,29.05,2.15,325,22.48,0
Niger,9.9148,9.3131,2023-08-01,2023,8,25.1,94.96,53.76,0.549,0.453,832711,90.89,69.27,57.77,1.16,478,57.4,0
Kebbi,8.2587,10.5116,2018-11-01,2018,11,30.59,65.37,75.16,0.574,0.76,2683805,109.71,91.92,21.57,-1.98,469,17.48,0
Cross River,6.3473,11.1128,2020-03-01,2020,3,22.52,199.42,70.27,0.799,0.286,114017,99.05,91.93,61.23,-0.96,491,430.64,0
Kebbi,9.9978,5.8307,2025-01-01,2025,1,25.48,61.78,81.48,0.673,0.048,2014427,95.96,66.53,49.99,-1.17,393,19.51,0
Benue,5.2531,8.7899,2025-10-01,2025,10,26.83,94.35,60.83,0.563,0.621,2626057,111.33,53.88,29.25,-1.03,430,16.37,0
Borno,8.3839,10.1668,2018-01-01,2018,1,27.03,185.82,98.0,0.715,0.583,1001769,135.34,42.54,50.64,-1.85,659,65.78,1
Lagos,12.9222,11.6268,2023-01-01,2023,1,25.83,199.75,80.51,0.473,0.384,555716,106.43,61.39,66.1,-0.12,550,98.97,1
Sokoto,6.5362,8.8486,2024-07-01,2024,7,28.41,48.09,62.92,0.547,0.532,58316,131.26,53.86,26.65,1.36,496,850.54,0
Kano,5.1593,10.5088,2018-10-01,2018,10,27.58,114.95,82.14,0.68,0.509,800489,117.61,73.28,54.2,-2.43,568,70.96,1
Borno,8.3622,5.55,2021-12-01,2021,12,25.4,108.59,49.07,0.614,0.207,763821,86.99,44.11,43.86,0.96,363,47.52,0
Kano,9.6726,12.2142,2019-05-01,2019,5,30.63,110.25,91.08,0.598,0.465,2596458,115.24,55.49,14.56,-0.9,516,19.87,1
Akwa Ibom,7.6194,8.9793,2020-11-01,2020,11,28.04,92.73,86.74,0.606,0.783,502732,120.46,29.03,43.52,-1.07,566,112.58,1
Benue,11.4879,4.3751,2021-11-01,2021,11,28.87,53.1,86.68,0.551,0.54,1816290,113.51,82.68,49.94,1.13,533,29.35,1
Benue,4.8951,13.8288,2025-12-01,2025,12,26.97,117.32,85.89,0.39,0.137,1133824,101.4,45.36,55.74,-1.55,520,45.86,1
Anambra,6.9861,12.3968,2025-11-01,2025,11,29.56,163.95,62.08,0.536,0.62,1553597,102.16,53.68,85.29,0.17,621,39.97,1
Kebbi,12.99,5.0501,2024-05-01,2024,5,28.07,131.3,80.64,0.562,0.135,2236773,100.82,47.3,40.92,2.77,412,18.42,0
Kaduna,5.1402,7.9584,2019-02-01,2019,2,28.14,180.02,62.17,0.42,0.797,1186554,118.49,38.74,37.14,-3.4,558,47.03,1
Akwa Ibom,13.2115,6.7464,2025-10-01,2025,10,26.42,68.47,77.4,0.356,0.491,419608,98.09,70.12,69.17,1.36,491,117.01,0
Kaduna,13.4396,8.8206,2023-10-01,2023,10,27.38,314.94,68.78,0.43,0.243,274120,98.02,42.99,5.0,0.24,471,171.82,0
Sokoto,8.9824,3.7113,2018-07-01,2018,7,29.89,162.55,67.9,0.378,0.815,71736,111.82,72.33,86.23,-1.32,618,861.49,1
Borno,10.829,11.7963,2025-07-01,2025,7,23.34,97.69,84.57,0.502,0.304,1502524,104.43,64.69,56.62,1.09,558,37.14,1
Cross River,9.0563,5.4128,2019-11-01,2019,11,26.43,123.6,64.57,0.801,0.696,131709,111.39,52.15,56.79,-1.51,491,372.79,0
Kebbi,7.2607,4.265,2022-04-01,2022,4,25.77,198.85,68.11,0.529,0.009,827694,100.93,52.73,60.6,0.25,467,56.42,0
Enugu,12.304,13.4238,2021-07-01,2021,7,28.88,162.14,74.04,0.587,0.49,1620391,119.08,28.14,48.27,-3.11,663,40.92,1
Anambra,4.8331,12.0779,2023-04-01,2023,4,25.89,55.43,77.19,0.582,0.399,1869704,91.35,52.1,20.97,-0.11,464,24.82,0
Kano,4.2327,4.7232,2023-10-01,2023,10,31.63,57.44,78.77,0.251,0.353,938425,84.63,50.22,30.2,-0.84,375,39.96,0
Rivers,10.061,7.0227,2019-08-01,2019,8,26.43,168.67,69.03,0.713,0.665,2931738,107.38,78.22,33.36,1.11,436,14.87,0
Niger,13.03,11.1966,2020-01-01,2020,1,31.53,94.06,75.6,0.548,0.723,1349291,114.05,56.34,61.85,1.22,606,44.91,1
Akwa Ibom,4.0518,3.2332,2025-03-01,2025,3,27.1,195.64,58.51,0.615,0.486,844746,113.44,26.6,22.99,-1.3,570,67.48,1
Benue,5.2824,11.9991,2020-05-01,2020,5,27.43,149.79,85.46,0.736,0.744,497026,120.34,74.0,6.96,0.62,383,77.06,0
Enugu,9.1792,13.3035,2025-10-01,2025,10,26.81,105.46,70.87,0.44,0.64,2157606,109.18,62.65,46.62,-3.23,539,24.98,1
Kaduna,10.6284,8.6131,2022-04-01,2022,4,28.81,72.81,77.28,0.566,0.839,778672,121.72,68.5,46.93,1.37,369,47.39,0
Benue,5.095,3.7297,2024-03-01,2024,3,28.85,153.67,77.36,0.616,0.775,482151,114.82,68.21,35.65,0.41,516,107.02,1
Oyo,13.561,4.9582,2024-04-01,2024,4,29.05,190.16,81.53,0.735,0.345,2382518,96.52,65.79,65.1,-2.27,537,22.54,1
Enugu,9.2803,12.4147,2022-02-01,2022,2,27.73,65.8,82.9,0.662,0.782,261461,127.75,58.15,46.03,-1.36,562,214.95,1
Kano,10.1509,11.549,2024-03-01,2024,3,30.08,168.21,84.86,0.568,0.367,559037,130.51,58.87,26.73,-1.55,519,92.84,1
Kebbi,7.5667,3.1886,2023-03-01,2023,3,29.46,258.23,93.56,0.516,0.487,2987554,135.17,77.0,47.4,-0.56,777,26.01,1
Cross River,8.7867,3.7645,2019-06-01,2019,6,33.62,46.1,71.94,0.553,0.776,2853908,119.84,29.87,24.41,0.82,420,14.72,0
